,date,country_code,0
63,20200405,NZ,"{0: '20K+', 1: '5K+', 2: '5K+', 3: '5K+', 4: '2K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '1K+'}"
64,20200405,US,"{0: '2M+', 1: '200K+', 2: '200K+', 3: '200K+', 4: '200K+', 5: '200K+', 6: '200K+', 7: '200K+', 8: '200K+', 9: '100K+', 10: '100K+', 11: '100K+', 12: '50K+', 13: '50K+', 14: '50K+', 15: '50K+', 16: '50K+', 17: '50K+', 18: '50K+', 19: '50K+'}"
65,20200405,ZA,"{0: '200K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '20K+', 7: '20K+', 8: '10K+', 9: '10K+', 10: '10K+', 11: '10K+', 12: '10K+', 13: '10K+', 14: '10K+', 15: '10K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}"
66,20200406,AU,"{0: '500K+', 1: '500K+', 2: '200K+', 3: '200K+', 4: '100K+', 5: '20K+', 6: '20K+', 7: '20K+', 8: '20K+', 9: '20K+', 10: '20K+', 11: '20K+', 12: '10K+', 13: '10K+', 14: '10K+', 15: '5K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}"
67,20200406,GB,"{0: '500K+', 1: '500K+', 2: '500K+', 3: '200K+', 4: '200K+', 5: '100K+', 6: '100K+', 7: '100K+', 8: '100K+', 9: '50K+', 10: '50K+', 11: '50K+', 12: '50K+', 13: '50K+', 14: '50K+', 15: '50K+', 16: '20K+', 17: '20K+', 18: '20K+', 19: '20K+'}"
68,20200406,IE,"{0: '20K+', 1: '20K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+'}"
69,20200406,NZ,"{0: '100K+', 1: '50K+', 2: '10K+', 3: '10K+', 4: '10K+', 5: '5K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '1K+', 17: '1K+', 18: '1K+', 19: '1K+'}"
70,20200406,US,"{0: '1M+', 1: '500K+', 2: '500K+', 3: '500K+', 4: '200K+', 5: '200K+', 6: '200K+', 7: '200K+', 8: '200K+', 9: '200K+', 10: '200K+', 11: '200K+', 12: '200K+', 13: '200K+', 14: '200K+', 15: '200K+', 16: '100K+', 17: '100K+', 18: '100K+', 19: '100K+'}"
71,20200406,ZA,"{0: '200K+', 1: '100K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '10K+', 7: '10K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+'}"
72,20200407,AU,"{0: '50K+', 1: '20K+', 2: '20K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}"
73,20200407,GB,"{0: '200K+', 1: '200K+', 2: '100K+', 3: '50K+', 4: '50K+', 5: '50K+', 6: '20K+', 7: '20K+', 8: '20K+', 9: '20K+', 10: '20K+', 11: '20K+', 12: '20K+', 13: '20K+', 14: '10K+', 15: '10K+', 16: '10K+', 17: '10K+', 18: '10K+', 19: '10K+'}"
74,20200407,IE,"{0: '200K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '10K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+', 19: '1K+'}"
75,20200407,NZ,"{0: '200K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '2K+', 18: '1K+', 19: '1K+'}"
76,20200407,US,"{0: '2M+', 1: '1M+', 2: '500K+', 3: '500K+', 4: '500K+', 5: '200K+', 6: '200K+', 7: '200K+', 8: '200K+', 9: '100K+', 10: '100K+', 11: '100K+', 12: '100K+', 13: '100K+', 14: '50K+', 15: '50K+', 16: '50K+', 17: '50K+', 18: '50K+', 19: '50K+'}"
77,20200407,ZA,"{0: '100K+', 1: '20K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '10K+', 6: '10K+', 7: '10K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+'}"
78,20200408,AU,"{0: '50K+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '20K+', 7: '20K+', 8: '10K+', 9: '10K+', 10: '10K+', 11: '5K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '5K+', 17: '2K+', 18: '2K+', 19: '2K+'}"
79,20200408,GB,"{0: '2M+', 1: '100K+', 2: '100K+', 3: '100K+', 4: '50K+', 5: '50K+', 6: '50K+', 7: '50K+', 8: '50K+', 9: '20K+', 10: '20K+', 11: '20K+', 12: '20K+', 13: '20K+', 14: '20K+', 15: '20K+', 16: '20K+', 17: '20K+', 18: '20K+', 19: '10K+'}"
80,20200408,IE,"{0: '50K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+'}"
81,20200408,NZ,"{0: '10K+', 1: '10K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '2K+', 6: '2K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+', 18: '1K+', 19: '1K+'}"
82,20200408,US,"{0: '2M+', 1: '1M+', 2: '500K+', 3: '500K+', 4: '500K+', 5: '200K+', 6: '200K+', 7: '200K+', 8: '100K+', 9: '100K+', 10: '100K+', 11: '100K+', 12: '100K+', 13: '100K+', 14: '100K+', 15: '100K+', 16: '50K+', 17: '50K+', 18: '50K+', 19: '50K+'}"
83,20200408,ZA,"{0: '500K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '10K+', 5: '10K+', 6: '10K+', 7: '5K+', 8: '5K+', 9: '5K+', 10: '5K+', 11: '5K+', 12: '5K+', 13: '2K+'}"
84,20200409,AU,"{0: '50K+', 1: '50K+', 2: '20K+', 3: '20K+', 4: '20K+', 5: '20K+', 6: '20K+', 7: '10K+', 8: '10K+', 9: '10K+', 10: '10K+', 11: '10K+', 12: '5K+', 13: '5K+', 14: '5K+', 15: '5K+', 16: '5K+', 17: '5K+', 18: '5K+', 19: '5K+'}"
85,20200409,GB,"{0: '100K+', 1: '50K+', 2: '50K+', 3: '50K+', 4: '50K+', 5: '50K+', 6: '50K+', 7: '20K+', 8: '20K+', 9: '20K+', 10: '20K+', 11: '20K+', 12: '20K+', 13: '20K+', 14: '20K+', 15: '20K+', 16: '20K+', 17: '20K+', 18: '10K+', 19: '10K+'}"
86,20200409,IE,"{0: '100K+', 1: '20K+', 2: '10K+', 3: '10K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '2K+', 16: '2K+', 17: '1K+', 18: '1K+', 19: '1K+'}"
87,20200409,NZ,"{0: '20K+', 1: '10K+', 2: '10K+', 3: '5K+', 4: '5K+', 5: '5K+', 6: '5K+', 7: '2K+', 8: '2K+', 9: '2K+', 10: '2K+', 11: '2K+', 12: '2K+', 13: '2K+', 14: '2K+', 15: '1K+', 16: '1K+', 17: '1K+', 18: '1K+', 19: '1K+'}"
88,20200409,US,"{0: '1M+', 1: '500K+', 2: '200K+', 3: '200K+', 4: '200K+', 5: '200K+', 6: '100K+', 7: '100K+', 8: '100K+', 9: '100K+', 10: '100K+', 11: '100K+', 12: '50K+', 13: '50K+', 14: '50K+', 15: '50K+', 16: '50K+', 17: '20K+', 18: '20K+', 19: '20K+'}"
